selling_date,customer_id,sku_name,sku_quantity,total_revenue
13-08-2023,Customer 088,"Bottle Gourd (Lauki) - Big, patches",1,16
13-08-2023,Customer 088,Broccoli,1,78
13-08-2023,Customer 088,Cabbage Local - Big,4,80
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",4,100
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,Carrot Local - Medium,2,66
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",3,39
13-08-2023,Customer 088,Celery,0.3,21
13-08-2023,Customer 088,Cherry Tomato,0.25,22.5
13-08-2023,Customer 088,Coriander Hybrid,0.5,16
13-08-2023,Customer 088,Cucumber English,1.5,57
13-08-2023,Customer 005,Spring Onion,1,50
13-08-2023,Customer 005,Beans Long - Cowpea (Karamani ),1,52
13-08-2023,Customer 005,Palak,1,30
13-08-2023,Customer 005,Coriander Hybrid,0.6,19.2
13-08-2023,Customer 005,Potato,5,140
13-08-2023,Customer 005,Tomato Hybrid,2,76
13-08-2023,Customer 088,Basil Leaves,0.1,10
13-08-2023,Customer 088,Broccoli,0.5,39
13-08-2023,Customer 088,Cabbage Local - Big,2,40
13-08-2023,Customer 088,Chinese Cabbage,1.7,112.2
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",3,75
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,Carrot Local - Medium,1,33
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",2,26
13-08-2023,Customer 088,Celery,0.2,14
13-08-2023,Customer 088,Cherry Tomato,0.25,22.5
13-08-2023,Customer 088,Chilli Long Green,0.1,5.7
13-08-2023,Customer 088,Coriander Hybrid,0.5,16
13-08-2023,Customer 088,Cucumber English,2,76
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Beans Haricot,1,36
13-08-2023,Customer 025,Coriander Hybrid,0.5,19.5
13-08-2023,Customer 025,Cauliflower (600-900gm/pc),1,21
13-08-2023,Customer 025,Carrot Local,3,147
13-08-2023,Customer 025,Spring Onion,2.2,110
13-08-2023,Customer 025,Cabbage Local - Big,7,154
13-08-2023,Customer 025,Bok Choy (Pok Choy ),0.5,34.5
13-08-2023,Customer 025,Celery,0.5,34.5
13-08-2023,Customer 025,Beans Haricot,1,46
13-08-2023,Customer 025,Garlic Peeled,0.5,262.5
13-08-2023,Customer 025,Ladies Finger - Okra/Bhindi,0.5,24.5
13-08-2023,Customer 025,Basil Leaves,0.25,25.75
13-08-2023,Customer 025,Chilli Long Green,0.5,29
13-08-2023,Customer 116,Galangal (Thai Ginger),0.25,63.75
13-08-2023,Customer 116,Lemongrass,0.25,20
13-08-2023,Customer 116,Basil Leaves,0.25,25.75
13-08-2023,Customer 116,Parsley,0.25,20.25
13-08-2023,Customer 116,Beans Haricot,2,92
13-08-2023,Customer 116,Beetroot,1,36
13-08-2023,Customer 116,Broccoli,1,80
13-08-2023,Customer 116,Bok Choy (Pok Choy ),0.5,34.5
13-08-2023,Customer 116,Chilli Small Spicy (Akash Chilli ),1,69
13-08-2023,Customer 116,Carrot Local,2,98
13-08-2023,Customer 116,"Capsicum Green (Medium, misshapes, irregular size)",2,60
13-08-2023,Customer 116,"Capsicum Red (Medium, misshapes, irregular size)",0.5,69.5
13-08-2023,Customer 116,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,69.5
13-08-2023,Customer 116,Cabbage Red,0.5,35
13-08-2023,Customer 116,Coriander Hybrid,2,78
13-08-2023,Customer 116,Celery,0.5,34.5
13-08-2023,Customer 116,Ginger,1.5,172.5
13-08-2023,Customer 116,Zucchini Green - Medium,0.5,35
13-08-2023,Customer 116,Zucchini Yellow - Medium,0.5,39
13-08-2023,Customer 116,"Lemon (medium, spots, 25-40 pcs/kg)",3,225
13-08-2023,Customer 116,Mint Leaves (Pudhina ),0.5,18.5
13-08-2023,Customer 068,"Capsicum Red (Medium, misshapes, irregular size)",1.5,208.5
13-08-2023,Customer 068,"Capsicum Green (Medium, misshapes, irregular size)",2,60
13-08-2023,Customer 068,Palak,2,66
13-08-2023,Customer 068,"Capsicum Yellow (Medium, misshapes, irregular size)",1.5,208.5
13-08-2023,Customer 068,"Cauliflower (Medium, approx 300-500gm/pc)",2,29.8
13-08-2023,Customer 068,Tomato Hybrid,8,316
13-08-2023,Customer 068,Onion,15,427.5
13-08-2023,Customer 068,Coriander Hybrid,1,39
13-08-2023,Customer 068,Broccoli,0.5,40
13-08-2023,Customer 068,Cucumber Indian - Medium,6,150
13-08-2023,Customer 068,Carrot Local,4,196
13-08-2023,Customer 068,Spring Onion,0.5,25
13-08-2023,Customer 068,Lemon Yellow,15,1500
13-08-2023,Customer 068,Ginger,2,230
13-08-2023,Customer 068,Beans Haricot,1,46
13-08-2023,Customer 068,Banana Leaf,2,86
13-08-2023,Customer 068,curry leaves,0.3,16.5
13-08-2023,Customer 068,Chilli Small Spicy (Akash Chilli ),4,276
13-08-2023,Customer 068,Mint Leaves (Pudhina ),0.5,18.5
13-08-2023,Customer 068,Apple,2.1,420
13-08-2023,Customer 068,Orange Imported,2.1,535.5
13-08-2023,Customer 180,Palak,1,33
13-08-2023,Customer 180,Tomato Hybrid,5,197.5
13-08-2023,Customer 180,Onion,15,427.5
13-08-2023,Customer 180,"Bottle Gourd (Lauki) - Big, patches",2,39
13-08-2023,Customer 180,Coriander Hybrid,0.5,19.5
13-08-2023,Customer 180,Cucumber Indian - Medium,4,100
13-08-2023,Customer 180,Spring Onion,0.5,25
13-08-2023,Customer 180,Lemon Yellow,3,300
13-08-2023,Customer 180,Chilli Small Spicy (Akash Chilli ),2.5,172.5
13-08-2023,Customer 180,Radish White,1,32
13-08-2023,Customer 180,Carrot Local,4,196
13-08-2023,Customer 180,Mint Leaves (Pudhina ),0.25,9.25
13-08-2023,Customer 180,curry leaves,0.2,11
13-08-2023,Customer 180,Ginger,0.5,57.5
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Broccoli,1,78
13-08-2023,Customer 088,Cabbage Local - Big,5,100
13-08-2023,Customer 088,Chinese Cabbage,1.5,99
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",5,125
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",1,135
13-08-2023,Customer 088,Carrot Local - Medium,3,99
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",6,78
13-08-2023,Customer 088,Cherry Tomato,0.5,45
13-08-2023,Customer 088,Coriander Hybrid,0.6,19.2
13-08-2023,Customer 088,Cucumber English,4,152
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Beans Haricot,1,36
13-08-2023,Customer 088,"Lemon (medium, spots, 25-40 pcs/kg)",0.5,45
13-08-2023,Customer 088,Lettuce Iceberg,2.7,170.1
13-08-2023,Customer 088,Mushroom Button,3,111
13-08-2023,Customer 088,Onion,6,150
13-08-2023,Customer 088,Papaya Ripe,1,37
13-08-2023,Customer 088,Parsley,0.25,21.25
13-08-2023,Customer 088,Pineapple,1,66
13-08-2023,Customer 088,Bok Choy (Pok Choy ),0.5,31.5
13-08-2023,Customer 116,Palak,1,33
13-08-2023,Customer 005,Baby Corn Peeled - Packet,0.5,54
13-08-2023,Customer 005,Banana Leaf,1,40
13-08-2023,Customer 005,Basil Leaves,0.25,25
13-08-2023,Customer 005,Bok Choy (Pok Choy ),5,315
13-08-2023,Customer 005,Broccoli,0.5,39
13-08-2023,Customer 005,"Capsicum Green (Medium, misshapes, irregular size)",1,25
13-08-2023,Customer 005,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 005,Capsicum Yellow - Big,0.5,98
13-08-2023,Customer 005,Carrot Local,2,86
13-08-2023,Customer 005,Chinese Cabbage,2.5,165
13-08-2023,Customer 005,Coriander Hybrid,0.7,22.4
13-08-2023,Customer 005,Cucumber Indian - Medium,1,23
13-08-2023,Customer 005,Cucumber English,0.5,19
13-08-2023,Customer 005,Lemon Yellow,1,100
13-08-2023,Customer 005,Lettuce Green,0.5,35.5
13-08-2023,Customer 005,Raw Mango,1,200
13-08-2023,Customer 165,Mint Leaves (Pudhina ),1,29
13-08-2023,Customer 165,Basil Leaves,0.25,25
13-08-2023,Customer 165,"Lemon (medium, spots, 25-40 pcs/kg)",10,900
13-08-2023,Customer 165,Lemon Green ( Lime ),4,424
13-08-2023,Customer 193,"Capsicum Green (Medium, misshapes, irregular size)",5,125
13-08-2023,Customer 193,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",20,460
13-08-2023,Customer 193,"Cauliflower (Medium, approx 300-500gm/pc)",10,130
13-08-2023,Customer 193,Carrot Local - Medium,5,165
13-08-2023,Customer 193,"Lemon (medium, spots, 25-40 pcs/kg)",5,450
13-08-2023,Customer 193,"Bottle Gourd (Lauki) - Big, patches",1.4,22.4
13-08-2023,Customer 193,Coriander Hybrid,3,96
13-08-2023,Customer 193,Beans Haricot,4,144
13-08-2023,Customer 193,Chilli Long Green,2.5,142.5
13-08-2023,Customer 193,Mint Leaves (Pudhina ),0.75,21.75
13-08-2023,Customer 193,Cucumber Indian - Medium,22,506
13-08-2023,Customer 193,Cabbage Local - Big,4.5,90
13-08-2023,Customer 088,Basil Leaves,0.1,10
13-08-2023,Customer 088,Broccoli,0.5,39
13-08-2023,Customer 088,Cabbage Local - Big,5,100
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Basil Leaves,0.1,10
13-08-2023,Customer 088,Beetroot,1,32
13-08-2023,Customer 088,Bitter Gourd (Karela ),1,41
13-08-2023,Customer 088,Broccoli,1.1,85.8
13-08-2023,Customer 088,Cabbage Local - Big,5.5,110
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",4,100
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,Carrot Local - Medium,2,66
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",3,39
13-08-2023,Customer 088,Cherry Tomato,0.25,22.5
13-08-2023,Customer 088,Coriander Hybrid,0.5,16
13-08-2023,Customer 088,Cucumber English,2,76
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Beans Haricot,1,36
13-08-2023,Customer 088,"Lemon (medium, spots, 25-40 pcs/kg)",0.5,45
13-08-2023,Customer 088,Lettuce Iceberg,2,126
13-08-2023,Customer 088,Lettuce Red,0.5,41.5
13-08-2023,Customer 088,Mint Leaves (Pudhina ),0.25,7.25
13-08-2023,Customer 088,Mushroom Button,2,74
13-08-2023,Customer 088,Muskmelon,1.3,65
13-08-2023,Customer 088,Ladies Finger - Okra/Bhindi,1,46
13-08-2023,Customer 088,Onion,7,175
13-08-2023,Customer 088,Palak,0.5,15
13-08-2023,Customer 088,Papaya Ripe,1,37
13-08-2023,Customer 005,Mushroom Button,2,74
13-08-2023,Customer 005,Onion,5,125
13-08-2023,Customer 005,Spring Onion,0.5,25
13-08-2023,Customer 005,Palak,1,30
13-08-2023,Customer 005,Papaya Raw,2,80
13-08-2023,Customer 005,Tomato Hybrid,1,38
13-08-2023,Customer 184,Lemon Yellow,5,500
13-08-2023,Customer 184,Watermelon Kiran,5,485
13-08-2023,Customer 184,Beetroot,1,36
13-08-2023,Customer 103,"Capsicum Red (Medium, misshapes, irregular size)",0.5,69.5
13-08-2023,Customer 103,Palak,0.5,16.5
13-08-2023,Customer 103,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,69.5
13-08-2023,Customer 103,Tomato Hybrid,2,79
13-08-2023,Customer 103,Onion,20,570
13-08-2023,Customer 103,Potato,5,152.5
13-08-2023,Customer 103,Coriander Hybrid,0.7,27.3
13-08-2023,Customer 103,Broccoli,0.5,40
13-08-2023,Customer 103,Capsicum Green - Big,3,153
13-08-2023,Customer 103,Mushroom Button,7,273
13-08-2023,Customer 103,Cucumber Indian - Medium,1,25
13-08-2023,Customer 103,Chinese Cabbage,1.5,97.5
13-08-2023,Customer 103,Carrot Local,4,196
13-08-2023,Customer 103,Spring Onion,2,100
13-08-2023,Customer 103,Cabbage Local - Big,10,220
13-08-2023,Customer 103,Bok Choy (Pok Choy ),0.5,34.5
13-08-2023,Customer 103,Ginger,1,115
13-08-2023,Customer 103,Celery,0.5,34.5
13-08-2023,Customer 103,Beans Haricot,2,92
13-08-2023,Customer 103,Basil Leaves,0.25,25.75
13-08-2023,Customer 103,Baby Corn Peeled - Packet,0.5,52
13-08-2023,Customer 153,"Capsicum Green (Medium, misshapes, irregular size)",1,30
13-08-2023,Customer 153,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",1,29.5
13-08-2023,Customer 153,Palak,0.5,16.5
13-08-2023,Customer 153,Carrot Local - Medium,1,28
13-08-2023,Customer 153,Potato,5,152.5
13-08-2023,Customer 165,Lemongrass,0.25,19.75
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Basil Leaves,0.25,25
13-08-2023,Customer 088,Beetroot,1,32
13-08-2023,Customer 088,Bitter Gourd (Karela ),1,41
13-08-2023,Customer 088,Broccoli,1,78
13-08-2023,Customer 088,Cabbage Local - Big,5,100
13-08-2023,Customer 088,Chinese Cabbage,1.5,99
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",5,125
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",1,135
13-08-2023,Customer 088,"Capsicum Yellow (Medium, misshapes, irregular size)",1,135
13-08-2023,Customer 088,Carrot Local - Medium,3,99
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",2,26
13-08-2023,Customer 088,Celery,0.2,14
13-08-2023,Customer 088,Cherry Tomato,0.5,45
13-08-2023,Customer 088,Chilli Long Green,0.1,5.7
13-08-2023,Customer 088,Coriander Hybrid,0.5,16
13-08-2023,Customer 088,Cucumber English,4,152
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Ginger,0.5,56.5
13-08-2023,Customer 088,Beans Haricot,2,72
13-08-2023,Customer 088,Leeks,0.1,8
13-08-2023,Customer 088,"Lemon (medium, spots, 25-40 pcs/kg)",0.5,45
13-08-2023,Customer 088,Lettuce Iceberg,3,189
13-08-2023,Customer 088,Lettuce Red,1,83
13-08-2023,Customer 088,Mint Leaves (Pudhina ),0.25,7.25
13-08-2023,Customer 088,Mushroom Button,2,74
13-08-2023,Customer 088,Muskmelon,1,50
13-08-2023,Customer 088,Ladies Finger - Okra/Bhindi,1,46
13-08-2023,Customer 088,Onion,8,200
13-08-2023,Customer 088,Papaya Ripe,1,37
13-08-2023,Customer 088,Parsley,0.5,42.5
13-08-2023,Customer 088,Pineapple,1,66
13-08-2023,Customer 088,Bok Choy (Pok Choy ),0.5,31.5
13-08-2023,Customer 088,Celery,0.1,7
13-08-2023,Customer 088,Cherry Tomato,0.25,22.5
13-08-2023,Customer 088,Coriander Hybrid,0.5,16
13-08-2023,Customer 138,"Capsicum Green (Medium, misshapes, irregular size)",1,30
13-08-2023,Customer 138,"Capsicum Red (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 138,"Capsicum Yellow (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 138,Onion - Medium,5,114.5
13-08-2023,Customer 138,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",2,59
13-08-2023,Customer 138,"Zucchini Green - Big, misshape",1,47
13-08-2023,Customer 138,Carrot Local - Medium,5,140
13-08-2023,Customer 138,Coriander Hybrid,0.6,23.4
13-08-2023,Customer 138,Broccoli,2,160
13-08-2023,Customer 138,Chinese Cabbage,8.4,546
13-08-2023,Customer 138,Spring Onion,2,100
13-08-2023,Customer 138,Cabbage Local - Big,1,22
13-08-2023,Customer 138,Bok Choy (Pok Choy ),10,690
13-08-2023,Customer 243,Onion,5,142.5
13-08-2023,Customer 243,Tomato Hybrid,5,197.5
13-08-2023,Customer 243,Cucumber Indian - Medium,4,100
13-08-2023,Customer 243,Zucchini Yellow - Medium,0.5,39
13-08-2023,Customer 243,Zucchini Green - Medium,0.7,49
13-08-2023,Customer 243,Capsicum Red - Big,0.5,94.5
13-08-2023,Customer 243,Bok Choy (Pok Choy ),0.5,34.5
13-08-2023,Customer 243,Coriander Hybrid,0.5,19.5
13-08-2023,Customer 243,Spring Onion,0.5,25
13-08-2023,Customer 243,Cabbage Red,0.5,35
13-08-2023,Customer 243,Chinese Cabbage,1.5,97.5
13-08-2023,Customer 243,Lettuce Green,0.25,18.75
13-08-2023,Customer 243,Lettuce Iceberg,0.5,32.5
13-08-2023,Customer 243,Baby Corn Peeled - Packet,0.5,52
13-08-2023,Customer 243,Mint Leaves (Pudhina ),0.25,9.25
13-08-2023,Customer 092,Carrot Local - Medium,5,140
13-08-2023,Customer 092,Chinese Cabbage,1.4,91
13-08-2023,Customer 092,Cabbage Local - Big,10,220
13-08-2023,Customer 092,"Capsicum Green (Medium, misshapes, irregular size)",2,60
13-08-2023,Customer 092,Garlic Peeled,1,525
13-08-2023,Customer 092,Onion - Medium,5,114.5
13-08-2023,Customer 092,Spring Onion,2,100
13-08-2023,Customer 092,Coriander Hybrid,0.5,19.5
13-08-2023,Customer 092,Palak,1,33
13-08-2023,Customer 092,Baby Corn Peeled - Packet,0.5,52
13-08-2023,Customer 092,Ginger,0.5,57.5
13-08-2023,Customer 092,"Zucchini Green - Big, misshape",0.5,23.5
13-08-2023,Customer 046,Coriander Hybrid,0.6,23.4
13-08-2023,Customer 046,"Capsicum Red (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 046,"Capsicum Yellow (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 046,Capsicum Green - Big,1,51
13-08-2023,Customer 046,Chinese Cabbage,1.5,97.5
13-08-2023,Customer 046,Cabbage Local - Big,1,22
13-08-2023,Customer 046,Cabbage Red,0.5,35
13-08-2023,Customer 046,Garlic Peeled,1,525
13-08-2023,Customer 046,Ginger,0.5,57.5
13-08-2023,Customer 046,Chilli Small Spicy (Akash Chilli ),0.5,34.5
13-08-2023,Customer 046,Lettuce Green,0.25,18.75
13-08-2023,Customer 046,Lettuce Iceberg,0.5,32.5
13-08-2023,Customer 243,Basil Leaves,0.25,25.75
13-08-2023,Customer 243,Cherry Tomato,0.25,20.5
13-08-2023,Customer 243,Apple,1,200
13-08-2023,Customer 243,Pineapple,4,276
13-08-2023,Customer 243,Watermelon Kiran,4,388
13-08-2023,Customer 243,Muskmelon,2.3,117.3
13-08-2023,Customer 243,Pomegranate,1,160
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Beetroot,0.2,6.4
13-08-2023,Customer 088,Cabbage Local - Big,2,40
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",3,75
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,Cherry Tomato,0.25,22.5
13-08-2023,Customer 088,Cucumber English,2,76
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Beans Haricot,1,36
13-08-2023,Customer 088,Lettuce Iceberg,2,126
13-08-2023,Customer 088,Mint Leaves (Pudhina ),0.25,7.25
13-08-2023,Customer 088,Mushroom Button,1,37
13-08-2023,Customer 088,Onion,3,75
13-08-2023,Customer 088,Papaya Ripe,1,37
13-08-2023,Customer 088,Pineapple,1,66
13-08-2023,Customer 085,"Capsicum Red (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 085,Palak,1,33
13-08-2023,Customer 085,"Capsicum Yellow (Medium, misshapes, irregular size)",1,139
13-08-2023,Customer 085,Tomato Hybrid,12,474
13-08-2023,Customer 085,Onion,30,855
13-08-2023,Customer 085,Potato,10,305
13-08-2023,Customer 085,Zucchini Green - Medium,0.5,35
13-08-2023,Customer 085,Baby Potato,1,43
13-08-2023,Customer 088,Bitter Gourd (Karela ),1,41
13-08-2023,Customer 088,"Bottle Gourd (Lauki) - Big, patches",2.3,36.8
13-08-2023,Customer 088,Brinjal Small - Purple Stripes (Varikatri ),2,54
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",4,52
13-08-2023,Customer 088,Chilli Long Green,0.1,5.7
13-08-2023,Customer 088,Ladies Finger - Okra/Bhindi,2,92
13-08-2023,Customer 088,Onion,3,75
13-08-2023,Customer 088,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",3,69
13-08-2023,Customer 178,Onion - Medium,5,114.5
13-08-2023,Customer 178,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
13-08-2023,Customer 178,Potato,10,305
13-08-2023,Customer 178,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",1,29.5
13-08-2023,Customer 178,Chilli Small Spicy (Akash Chilli ),2.5,172.5
13-08-2023,Customer 178,Pomegranate,0.5,80
13-08-2023,Customer 178,Coriander Hybrid,1,39
13-08-2023,Customer 178,Garlic Whole,1,370
13-08-2023,Customer 088,Garlic Peeled,0.5,245
13-08-2023,Customer 088,Leeks,0.1,8
13-08-2023,Customer 088,"Lemon (medium, spots, 25-40 pcs/kg)",0.3,27
13-08-2023,Customer 088,Lettuce Iceberg,1,63
13-08-2023,Customer 088,Lettuce Red,0.5,41.5
13-08-2023,Customer 088,Mushroom Button,2,74
13-08-2023,Customer 088,Onion,3,75
13-08-2023,Customer 088,Papaya Ripe,1,37
13-08-2023,Customer 088,Parsley,0.25,21.25
13-08-2023,Customer 088,Pineapple,1,66
13-08-2023,Customer 088,Bok Choy (Pok Choy ),0.5,31.5
13-08-2023,Customer 088,Pomegranate,0.2,32.6
13-08-2023,Customer 088,Spring Onion,1,50
13-08-2023,Customer 088,Watermelon Kiran,1,103
13-08-2023,Customer 088,"Zucchini Green - Big, misshape",0.5,32.5
13-08-2023,Customer 085,Zucchini Yellow - Medium,0.5,39
13-08-2023,Customer 085,Coriander Hybrid,2,78
13-08-2023,Customer 085,Broccoli,0.5,40
13-08-2023,Customer 085,Capsicum Green - Big,3,153
13-08-2023,Customer 085,Lettuce Green,0.5,37.5
13-08-2023,Customer 085,Cauliflower (600-900gm/pc),4,84
13-08-2023,Customer 088,Bok Choy (Pok Choy ),0.5,31.5
13-08-2023,Customer 088,Pomegranate,0.1,16.3
13-08-2023,Customer 088,Potato,2,56
13-08-2023,Customer 088,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",3,69
13-08-2023,Customer 088,Watermelon Kiran,1,103
13-08-2023,Customer 186,Onion,5,142.5
13-08-2023,Customer 186,Potato,5,152.5
13-08-2023,Customer 186,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
13-08-2023,Customer 186,Broccoli,3,240
13-08-2023,Customer 186,Beans Haricot,1,46
13-08-2023,Customer 186,"Cauliflower (Medium, approx 300-500gm/pc)",2,29.8
13-08-2023,Customer 186,Tomato Hybrid,15,592.5
13-08-2023,Customer 186,Cherry Tomato,1,82
13-08-2023,Customer 003,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",20,590
13-08-2023,Customer 003,Garlic Whole,1,370
13-08-2023,Customer 003,Chilli Long Green,0.5,29
13-08-2023,Customer 003,Palak,6,198
13-08-2023,Customer 003,Coriander Hybrid,1,39
13-08-2023,Customer 003,Mint Leaves (Pudhina ),0.5,18.5
13-08-2023,Customer 003,Ginger,0.5,57.5
13-08-2023,Customer 003,"Cucumber Indian (Big, misshapes)",1,15
13-08-2023,Customer 003,Cauliflower (600-900gm/pc),2,42
13-08-2023,Customer 088,Apple,0.6,118.8
13-08-2023,Customer 088,Basil Leaves,0.25,25
13-08-2023,Customer 088,Beetroot,0.7,22.4
13-08-2023,Customer 088,Broccoli,1,78
13-08-2023,Customer 088,Chinese Cabbage,1,66
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",5,125
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 074,Onion,5,142.5
13-08-2023,Customer 074,Potato,10,305
13-08-2023,Customer 074,Carrot Local - Medium,1,28
13-08-2023,Customer 074,"Cauliflower (Medium, approx 300-500gm/pc)",2,29.8
13-08-2023,Customer 074,Broccoli,2,160
13-08-2023,Customer 074,"Zucchini Green - Big, misshape",0.5,23.5
13-08-2023,Customer 074,"Zucchini Yellow - Big, misshape",0.5,24.5
13-08-2023,Customer 074,Mushroom Button,6,234
13-08-2023,Customer 074,Lemon Yellow,2,200
13-08-2023,Customer 074,Ginger,0.5,57.5
13-08-2023,Customer 074,Garlic Peeled,1,525
13-08-2023,Customer 074,Lettuce Green,0.75,56.25
13-08-2023,Customer 074,Coriander Hybrid,0.5,19.5
13-08-2023,Customer 186,Garlic Peeled,1,525
13-08-2023,Customer 186,Basil Leaves,0.5,51.5
13-08-2023,Customer 186,Lettuce Green,0.75,56.25
13-08-2023,Customer 186,Lettuce Red,0.75,59.25
13-08-2023,Customer 186,Lettuce Iceberg,1,65
13-08-2023,Customer 186,Lettuce Romaine,1,83
13-08-2023,Customer 186,Rocket Lettuce - Arugula,1,95
13-08-2023,Customer 186,Palak,3,99
13-08-2023,Customer 132,Mushroom Button,15,585
13-08-2023,Customer 132,Palak,3,93
13-08-2023,Customer 132,Ginger,0.5,54
13-08-2023,Customer 132,Cherry Tomato,3,246
13-08-2023,Customer 132,Watermelon Kiran,1,97
13-08-2023,Customer 132,Banana Robusta,2,78
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Broccoli,1,78
13-08-2023,Customer 088,Cabbage Local - Medium,5,75
13-08-2023,Customer 088,Chinese Cabbage,1.3,85.8
13-08-2023,Customer 088,"Capsicum Green (Medium, misshapes, irregular size)",5,125
13-08-2023,Customer 088,"Capsicum Red (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,67.5
13-08-2023,Customer 088,Carrot Local - Medium,3,99
13-08-2023,Customer 088,"Cauliflower (Medium, approx 300-500gm/pc)",3,39
13-08-2023,Customer 088,Celery,0.1,7
13-08-2023,Customer 255,Tomato Hybrid,6,237
13-08-2023,Customer 255,Capsicum Red - Big,0.5,92.61
13-08-2023,Customer 255,Capsicum Yellow - Big,0.5,92.61
13-08-2023,Customer 255,Potato,5,152.5
13-08-2023,Customer 255,Zucchini Green - Medium,1,68.6
13-08-2023,Customer 255,Zucchini Yellow - Medium,1,76.44
13-08-2023,Customer 255,Capsicum Green - Big,1,49.73
13-08-2023,Customer 255,Lettuce Green,0.25,18.75
13-08-2023,Customer 255,Cauliflower (600-900gm/pc),1,20.48
13-08-2023,Customer 255,Cucumber Indian - Medium,1,24.38
13-08-2023,Customer 255,Mushroom Button,3,117
13-08-2023,Customer 088,Apple,0.5,99
13-08-2023,Customer 088,Beetroot,0.3,9.6
13-08-2023,Customer 088,Broccoli,0.5,39
13-08-2023,Customer 224,Onion,10,285
13-08-2023,Customer 224,Tomato Hybrid,10,395
13-08-2023,Customer 224,Capsicum Green - Big,7,357
13-08-2023,Customer 224,Cucumber Indian - Medium,7,175
13-08-2023,Customer 040,Cabbage Local - Big,2.5,55
13-08-2023,Customer 040,Cucumber Indian - Medium,4,100
13-08-2023,Customer 040,"Capsicum Green (Medium, misshapes, irregular size)",2,60
13-08-2023,Customer 040,Carrot Local,2,98
13-08-2023,Customer 040,Ginger,2,230
